value,Label
83.73743803,1
84.04370267,1
84.35318899,1
83.83828123,1
85.93011866,1
84.40460814,1
84.38927282,1
85.31473236,1
85.75698337,1
84.53993477,1
86.04609802,1
84.81274419,1
85.30419785,1
84.65094866,1
84.59690608,1
84.12060871,1
84.55255978,1
84.67308873,1
84.67499509,1
84.98545756,1
84.29595954,1
84.08710444,1
85.16101352,1
86.1419467,1
85.16826676,1
86.02786823,1
85.03961453,1
84.72047996,1
84.35793793,1
84.92830219,1
85.79966719,1
84.76603887,1
84.11658401,1
85.81920004,1
84.81184829,1
85.80186344,1
85.46634207,1
86.05691524,1
85.60646495,1
85.93829897,1
84.6321135,1
85.19901937,1
84.84295282,1
86.01090909,1
85.71160468,1
85.17123249,1
85.91434138,1
86.3035418,1
86.33521479,1
85.04888203,1
85.26798304,1
85.03278368,1
85.64819486,1
84.0761445,1
84.93025619,1
86.21059458,1
86.27074903,1
84.37165492,1
84.7932213,1
85.0646978,1
85.21848109,1
85.52062843,1
86.17214333,1
85.63729394,1
84.62820324,1
84.44420509,1
84.20215183,1
84.67124549,1
84.30404699,1
85.03999937,1
86.20609056,1
86.79495911,1
85.49449029,1
86.95350773,1
85.60955634,1
85.8643435,1
86.12905779,1
85.8878703,1
85.61007825,1
86.04642382,1
87.60148663,1
86.58979626,1
87.10489522,1
87.9675719,1
87.68165216,1
86.99811962,1
86.61335536,1
87.44517028,1
86.75563143,1
88.48422213,1
88.27812502,1
88.5421577,1
88.99382002,1
88.66177318,1
89.58667061,1
87.36310353,1
89.80438353,1
89.34921059,1
88.39352483,1
88.29760686,1
88.20047462,1
89.72035301,1
89.94821983,1
88.21227381,1
88.65621567,1
88.4299984,1
87.82673372,1
88.9410603,1
87.80621485,1
88.058076,1
88.27469445,1
88.23123178,1
88.17457953,1
88.12694043,1
88.78693322,1
86.73094703,1
88.03635826,1
86.27756404,1
88.05065597,1
86.10277143,1
87.81933816,1
85.28407189,1
85.64068248,1
85.75392203,1
85.28143374,1
86.35431704,1
84.09042512,1
84.46185928,1
84.20637419,1
83.91135038,1
84.6881581,1
84.3439427,1
82.49697873,1
84.52926473,1
83.37403945,1
83.95488155,1
82.60273164,1
82.66074408,1
82.85787559,1
82.25503814,1
82.18909602,1
82.53948263,1
82.73216401,1
82.15409042,1
82.71116634,1
83.23610498,1
83.44254236,1
83.19842129,1
82.6301235,1
83.85803576,1
83.34190639,1
83.07497171,1
83.04347383,1
84.34675079,1
83.76773769,1
84.28919399,1
82.98573386,1
83.33136165,1
84.23313069,1
84.14906171,1
84.3910635,1
83.16230454,1
84.37571128,1
85.52927525,1
85.51070893,1
85.59265021,1
83.97028255,1
83.8271506,1
85.33631999,1
84.93937528,1
85.13754478,1
85.46997707,1
86.02853614,1
84.62753464,1
84.77474672,1
84.96647919,1
86.98474479,1
84.90993755,1
85.6854795,1
85.56072314,1
87.06448114,1
87.2192587,1
86.83488181,1
85.8706519,1
87.39075374,1
87.87400742,1
87.98036142,1
86.88756344,1
88.29902134,1
86.47068631,1
88.44710986,1
88.86900905,1
86.86429463,1
88.7741792,1
88.53532508,1
88.58455406,1
88.03181678,1
87.37964716,1
89.12754709,1
89.58472475,1
89.50472487,1
88.69252479,1
88.00120907,1
88.49583437,1
89.02886659,1
89.09006685,1
88.55876416,1
89.00308732,1
88.75119017,1
89.85619338,1
90.53936388,1
90.05979756,1
88.5098847,1
88.38809597,1
89.11822689,1
88.92456894,1
90.19279817,1
88.91325441,1
89.17577509,1
89.32364442,1
89.58497995,1
89.45203783,1
90.20751452,1
90.18090501,1
89.01108155,1
88.6339473,1
88.84455412,1
89.93175648,1
90.24756688,1
89.85241481,1
89.70331337,1
90.38717115,1
89.38548903,1
89.19804732,1
89.66383968,1
90.03627127,1
88.8106855,1
88.77914918,1
90.59731407,1
90.38459105,1
90.27709428,1
89.69966583,1
89.8321473,1
89.1249876,1
90.21347699,1
90.40198388,1
89.52444534,1
88.28771451,1
88.78104478,1
89.81385655,1
90.54354611,1
89.18963413,1
89.88696663,1
89.00938998,1
89.69868985,1
89.02730989,1
90.53871154,1
89.0411713,1
88.26541557,1
88.836895,1
90.04037637,1
88.98497367,1
89.12950543,1
89.76387557,1
89.59247781,1
89.60651619,1
89.86910912,1
89.31410296,1
88.42457612,1
89.00409318,1
90.30481698,1
88.47245641,1
90.05749869,1
89.84264695,1
90.56839105,1
90.47793511,1
88.98365961,1
89.48298079,1
89.37261591,1
88.68721107,1
89.64205732,1
89.11196166,1
90.43507567,1
89.49850537,1
89.03132305,1
88.66577541,1
89.69495751,1
88.86383288,1
90.46603971,1
90.02842538,1
90.1880513,1
90.38719189,1
90.54951315,1
89.85459788,1
90.54908392,1
90.19243266,1
89.00019337,1
88.60728448,1
90.18718696,1
90.22298132,1
89.67396594,1
88.47693609,1
88.80178324,1
89.17223929,1
88.07897493,1
89.51557819,1
88.58112033,1
89.65512389,1
87.58349617,1
88.15463289,1
88.94216541,1
87.6035372,1
86.82973436,1
87.72413211,1
88.17258,1
86.50686723,1
86.6537377,1
88.33981078,1
88.45365078,1
87.09487731,1
86.19807165,1
86.62688202,1
87.561961,1
87.33392916,1
85.94871551,1
86.27192087,1
85.59055932,1
87.5574243,1
86.43693924,1
87.17773568,1
85.67629967,1
86.09326253,1
85.73722323,1
84.97270804,1
86.68389485,1
86.31263598,1
84.34077512,1
84.7145816,1
84.69006154,1
84.91727527,1
85.68990816,1
86.06375035,1
87.11179901,1
86.77471349,1
86.13672677,1
86.41969066,1
87.83453285,1
87.95787732,1
88.97287392,1
87.70083918,1
88.07960306,1
87.8145492,1
89.29051364,1
88.55026479,1
89.44282875,1
89.14220145,1
89.98481547,1
90.41325986,1
90.97655886,1
90.17952017,1
90.36155683,1
92.70477032,1
91.37251011,1
92.25345502,1
92.36178941,1
90.35382349,1
91.14623339,1
89.90100251,1
89.79607707,1
87.61667592,1
89.04056159,1
86.49196308,1
85.88450585,1
85.93246392,1
85.96463641,1
84.18465674,1
85.43090742,1
84.40214989,1
84.15026516,1
82.40372204,1
82.12245773,1
82.1755507,1
82.8414742,1
82.14404457,1
82.05507345,1
82.00350369,1
83.96317936,1
83.69586977,1
83.33519928,1
83.26142102,1
85.05118793,1
85.15758453,1
84.59163381,1
84.55620777,1
84.43134739,1
84.7585872,1
86.91936064,1
87.08742813,1
87.1606577,1
86.00215436,1
87.24123207,1
88.6692258,1
87.53758241,1
87.70179365,1
87.94859675,1
87.53543077,1
86.91705511,1
87.53643105,1
88.96482698,1
88.7672073,1
87.13322046,1
88.16209798,1
89.10323597,1
87.7312246,1
88.81087144,1
87.69451084,1
87.91648949,1
88.82373791,1
88.58497249,1
88.90195969,1
88.02582114,1
88.46875767,1
88.66723492,1
86.81705861,1
88.34260041,1
88.17309644,1
88.34981142,1
88.55311502,1
88.40919127,1
88.23069011,1
87.32042436,1
87.06825802,1
87.17001194,1
86.8638459,1
87.9441243,1
87.11446235,1
87.71007478,1
87.25783029,1
88.9236537,1
89.13400444,1
87.42598987,1
89.18644724,1
88.43065101,1
86.92040117,1
87.3861871,1
88.51572349,1
87.9521473,1
88.31877256,1
88.31296588,1
88.84307451,1
88.85688052,1
88.87974831,1
87.53003449,1
88.97427693,1
88.4253838,1
87.56551921,1
88.93696132,1
89.13680205,1
88.91489118,1
88.70553776,1
87.0655928,1
87.03024718,1
88.92088933,1
87.39223473,1
87.6049203,1
88.20550889,1
88.12504648,1
88.96733156,1
87.70025442,1
87.6325708,1
86.88859599,1
88.9406052,1
88.3258582,1
88.41512979,1
87.96213226,1
86.94087849,1
87.28189652,1
88.03889936,1
87.16218799,1
87.54427551,1
87.64377173,1
88.47162673,1
87.97656973,1
88.6454738,1
89.15128453,1
89.14814557,1
88.53521455,1
88.71018655,1
88.2851289,1
89.46668494,1
89.86449139,1
88.92682554,1
88.49875879,1
87.99024947,1
88.50977326,1
88.5025968,1
88.18132977,1
90.06882788,1
88.62374344,1
88.78552161,1
89.57189108,1
89.90010855,1
89.85103747,1
89.42456643,1
88.42628816,1
90.18260878,1
89.65595455,1
89.02931366,1
90.18388933,1
89.52397499,1
88.56234792,1
89.91035336,1
89.52715972,1
88.71538595,1
88.52563375,1
88.34733928,1
89.33236971,1
89.45117068,1
90.04973502,1
88.53158132,1
88.60854996,1
89.44943331,1
88.34009822,1
89.18341649,1
89.91287775,1
88.66128008,1
90.39332388,1
89.49843578,1
88.98167684,1
89.27433469,1
88.83622182,1
89.98566332,1
89.02222355,1
88.6824523,1
90.28620146,1
88.64079754,1
89.3715865,1
89.2962611,1
88.70035169,1
89.03836503,1
88.85037636,1
90.06574533,1
89.47321641,1
89.49890193,1
89.36027584,1
90.30939485,1
90.18745452,1
88.80251206,1
88.71426739,1
88.01237756,1
89.05340201,1
87.63068406,1
87.59996141,1
88.93409249,1
88.4932938,1
87.87017502,1
88.15965843,1
88.57762583,1
86.69567686,1
87.48503779,1
88.01252158,1
87.84251635,1
87.25676755,1
86.27496035,1
86.14686915,1
85.25099819,1
85.71548127,1
84.63837759,1
86.28997843,1
86.03205193,1
84.6797937,1
85.86539292,1
84.95052488,1
83.99936947,1
85.26030247,1
84.51946178,1
85.45354636,1
84.65960242,1
84.40276599,1
84.1001681,1
85.9431287,1
84.41427592,1
83.84188142,1
84.7960943,1
85.14236134,1
83.72842668,1
85.73264727,1
84.70315241,1
85.60791323,1
84.70062435,1
84.00841301,1
83.96981105,1
84.44624618,1
85.66124022,1
83.58491001,1
84.36083082,1
85.55003712,1
85.15567832,1
85.05132264,1
84.32909383,1
83.15749308,1
85.38162269,1
85.43735694,1
84.97702778,1
83.11570344,1
85.10539968,1
85.07470511,1
83.29711395,1
85.13170826,1
82.93738044,1
84.68169089,1
84.84992229,1
82.88976533,1
83.52644709,1
83.15553469,1
82.76698388,1
83.2685757,1
84.60217624,1
83.05360365,1
84.73938269,1
82.10406623,1
82.08886518,1
83.66777962,1
82.50807736,1
82.19561594,1
82.03446094,1
82.78391022,1
83.71409756,1
83.53669169,1
83.7271116,1
82.58412805,1
82.4966567,1
83.48160223,1
82.3002372,1
83.138505,1
84.50630383,1
84.14410224,1
84.90683838,1
83.49244737,1
83.07915217,1
83.20051548,1
83.89593469,1
84.4746911,1
85.62180149,1
85.63030744,1
84.9337467,1
83.6346136,1
85.94402502,1
84.93906472,1
84.88098134,1
84.85610203,1
84.32707803,1
84.68683219,1
84.46556668,1
82.35852343,1
82.65142333,1
82.15302074,1
82.4059651,1
82.191331,1
82.47742585,1
83.05186615,1
82.63607154,1
83.99449899,1
84.31385473,1
84.79699838,1
83.56263805,1
83.85776218,1
84.87481209,1
84.7735673,1
85.90678831,1
86.52458498,1
87.22707261,1
86.10311691,1
87.34457424,1
88.44260503,1
86.74266939,1
87.87170436,1
88.33929219,1
88.42451539,1
89.75755263,1
88.91187681,1
89.61043389,1
90.45026951,1
89.20401996,1
89.41436874,1
90.09730181,1
91.06273243,1
90.88321071,1
90.83342202,1
91.23411692,1
92.95631706,1
92.71582984,1
93.76307878,1
93.4578356,1
93.94156207,1
93.0251426,1
92.69317312,1
94.55009546,1
94.00183819,1
95.43533249,1
95.93488629,1
96.3560981,1
95.26091856,1
96.13816386,1
96.54628233,1
96.43049532,1
96.5317009,1
96.72880013,1
95.97787869,1
95.08005717,1
95.06420247,1
95.55145846,1
95.47953657,1
95.66280941,1
95.44920702,1
95.31919557,1
93.68532969,1
94.56095931,1
92.68972017,1
93.1049644,1
92.91243956,1
92.27330367,1
92.34541778,1
92.21152905,1
90.92373448,1
90.26535548,1
90.52712298,1
90.10152707,1
91.09896904,1
90.77539412,1
89.56583296,1
90.0186565,1
88.94574413,1
89.79533944,1
89.28676095,1
88.96726125,1
88.23904578,1
89.88520955,1
88.9098475,1
89.29595282,1
89.71447255,1
90.20829484,1
88.74044208,1
88.83704149,1
89.8844352,1
90.11106155,1
89.10139107,1
89.32181886,1
89.21482863,1
90.37803175,1
89.14862226,1
90.05373676,1
88.75827398,1
88.87530364,1
89.15235177,1
89.07182215,1
88.33140973,1
88.83757117,1
90.47896883,1
88.41023644,1
88.86633433,1
88.85668132,1
89.36808707,1
88.24200436,1
89.18056881,1
89.10501435,1
89.70026886,1
89.74755456,1
90.13542181,1
89.17220584,1
88.31073731,1
88.57520066,1
88.70932965,1
89.19182121,1
89.15310679,1
90.4765586,1
90.26055542,1
89.13223479,1
88.85285219,1
89.38325168,1
90.35410271,1
91.63075523,1
91.06942188,1
91.31040768,1
90.45000048,1
91.91984543,1
93.21960108,1
93.48441576,1
93.67416342,1
92.52226109,1
92.01796149,1
92.68284623,1
94.61894712,1
94.19373433,1
93.76059944,1
95.29986288,1
95.34555666,1
95.7379785,1
95.62518562,1
95.65681818,1
95.47915248,1
94.23355718,1
93.86433217,1
95.64490404,1
95.60945417,1
93.99784655,1
95.47659781,1
94.34198456,1
95.79565475,1
93.95946941,1
95.11363761,1
96.01804353,1
95.7548242,1
94.37711654,1
94.78513185,1
95.49348486,1
94.53451724,1
95.07579845,1
94.0550258,1
94.65251838,1
94.62518793,1
95.50941443,1
95.89606571,1
95.5916642,1
95.77830461,1
95.84948057,1
96.02619673,1
96.05808704,1
94.38210414,1
94.97629686,1
95.66092498,1
94.01636551,1
94.6961125,1
95.1572797,1
95.14678961,1
95.14076024,1
95.95932249,1
95.76175827,1
95.02550184,1
93.82778721,1
95.84669579,1
95.22892586,1
94.75389731,1
94.70326238,1
95.63025226,1
95.4113802,1
95.32029818,1
94.74742696,1
95.8568101,1
95.39129968,1
95.44097182,1
94.56055935,1
95.4962541,1
95.73572212,1
94.18118886,1
95.20798765,1
94.09641981,1
95.26616844,1
95.39228597,1
94.98361991,1
94.80973779,1
94.84300956,1
94.04904304,1
96.09696274,1
95.44956491,1
96.02390112,1
94.20542633,1
95.03477862,1
95.07744463,1
94.19075131,1
95.00819649,1
95.86062439,1
95.89867069,1
95.26012639,1
94.820766,1
94.61746127,1
95.78744962,1
95.76592697,1
95.13768737,1
94.55437538,1
94.78673136,1
94.51412027,1
95.75891921,1
95.17442425,1
95.51913806,1
96.18715939,1
94.48275013,1
95.336901,1
93.94343632,1
94.13518599,1
95.7619688,1
94.68923046,1
93.94795146,1
94.23237837,1
94.18561949,1
95.73703352,1
95.96298844,1
95.16301385,1
95.01486711,1
95.2257644,1
95.41615384,1
94.38810057,1
93.63873171,1
95.37496546,1
94.39188181,1
94.53120019,1
95.35177594,1
95.74480063,1
94.21951759,1
94.27364458,1
95.33427581,1
93.60190603,1
95.23199679,1
95.17984043,1
95.11927204,1
93.70221411,1
95.11285848,1
94.52267804,1
94.43144955,1
95.12644813,1
94.6154134,1
93.81713195,1
93.95020467,1
94.72051303,1
93.70587753,1
94.08600737,1
95.18642201,1
95.06516031,1
94.52004818,1
93.6865072,1
92.88134891,1
94.21780144,1
94.81807379,1
93.32852932,1
93.11346767,1
93.85141771,1
93.87439273,1
93.07611983,1
93.43001687,1
93.21888443,1
93.43131767,1
93.7979219,1
92.14107144,1
93.50718366,1
92.43825878,1
92.53116755,1
92.01710121,1
90.94112531,1
90.59180541,1
89.91956829,1
89.15487437,1
90.16442774,1
89.37946876,1
90.63889552,1
89.45724135,1
90.53772947,1
88.90951085,1
89.60196035,1
89.04366146,1
91.08337227,1
91.01633899,1
89.39055288,1
90.58911269,1
91.34770464,1
89.86461972,1
90.29749832,1
91.61055437,1
91.20056407,1
91.23892326,1
90.02483725,1
90.48186394,1
89.97208244,1
91.44404143,1
91.94967472,1
91.77827228,1
91.17305753,1
91.62483893,1
91.38966147,1
92.4465559,1
91.45446652,1
91.08640741,1
92.44002869,1
92.13847372,1
92.85896993,1
91.29321773,1
92.66214692,1
92.17574379,1
91.07217707,1
90.20482011,1
89.70096384,1
90.33283552,1
89.09720134,1
90.15901668,1
89.78606621,1
88.46845373,1
90.08626317,1
88.81607999,1
88.82383708,1
89.0356383,1
87.42975806,1
87.65134257,1
87.13584147,1
86.0671363,1
86.44711241,1
86.30259731,1
87.70396423,1
87.36037988,1
87.31144486,1
86.14277613,1
88.45470998,1
86.46514487,1
87.37898782,1
87.95719391,1
87.60168203,1
87.27693678,1
89.48192536,1
89.91150681,1
89.39249868,1
88.42991737,1
89.34367894,1
89.79585793,1
90.94498723,1
90.4501146,1
91.52631526,1
90.6191694,1
91.73066872,1
91.18412572,1
90.84935612,1
90.62342439,1
92.0696767,1
90.60773586,1
92.06642367,1
92.64247617,1
92.54635941,1
93.20650903,1
91.97845593,1
91.32539051,1
92.1074945,1
91.8788994,1
91.4882071,1
91.6783189,1
92.90583683,1
92.75066274,1
91.04691511,1
91.96669605,1
91.67053103,1
91.72339191,1
92.48675368,1
91.68853422,1
91.17713849,1
91.99110257,1
91.54393312,1
91.26518353,1
91.38841247,1
92.15961059,1
91.05608405,1
92.90708098,1
91.66710368,1
91.43737566,1
92.3568362,1
91.00045241,1
91.27940966,1
93.34907415,1
93.24009939,1
92.2410481,1
93.00936279,1
94.14750034,1
94.36105527,1
94.2483449,1
93.30658113,1
95.43126493,1
94.51097487,1
95.38436222,1
95.95901653,1
93.62064439,1
94.37037493,1
94.1795696,1
95.00229667,1
94.3620681,1
94.05008001,1
94.02768438,1
93.93276044,1
93.5260655,1
93.47117554,1
94.84423494,1
94.14370699,1
95.05070808,1
93.70393593,1
93.17556535,1
94.8757296,1
93.79585998,1
94.33325022,1
93.57304423,1
93.61910519,1
93.64758607,1
95.80639926,1
93.67839163,1
93.89587502,1
95.83474706,1
96.16865347,1
96.4026775,1
94.69833191,1
95.94351082,1
94.80567098,1
96.74182277,1
94.80496443,1
94.55613116,1
96.7511802,1
96.36268618,1
95.89297883,1
95.67859038,1
96.15225417,1
96.88308939,1
95.83781586,1
95.55175435,1
96.93719059,1
96.15992823,1
96.52868124,1
95.53484627,1
95.57528752,1
95.42012002,1
95.6080348,1
94.23064,1
95.05570029,1
93.63364127,1
94.56516999,1
94.85299045,1
93.74934416,1
93.86860431,1
94.42683635,1
93.26491587,1
93.29068769,1
94.19988035,1
94.43416726,1
92.80677598,1
94.78024455,1
94.59374239,1
94.66611341,1
92.57768581,1
94.1973021,1
94.22993437,1
93.56974984,1
92.65597979,1
93.48005695,1
93.98567299,1
94.61321846,1
92.99163734,1
94.16633423,1
94.79751729,1
94.38275533,1
94.15641086,1
94.72462174,1
93.42605667,1
92.85935939,1
94.70963605,1
92.50516052,1
94.32136446,1
93.4477139,1
93.66775938,1
94.19243546,1
92.73183132,1
93.63946264,1
93.99463675,1
94.04279431,1
93.29854515,1
93.681418,1
93.55371041,1
93.36338253,1
93.45458272,1
94.57313287,1
94.37328075,1
93.9461508,1
93.40555331,1
93.72259286,1
92.69354069,1
93.10130174,1
94.00343131,1
93.85743357,1
93.96550013,1
92.46977983,1
94.0130286,1
94.15702835,1
93.44969519,1
94.03609012,1
92.48442471,1
93.49206454,1
93.55159102,1
93.73307079,1
94.72395321,1
93.04920538,1
94.61994231,1
93.63963382,1
92.97601745,1
93.07890061,1
94.51466749,1
92.63157457,1
93.99514896,1
94.16793886,1
93.16878467,1
93.66472957,1
94.05493352,1
93.60620626,1
92.41285357,1
94.68246616,1
94.60675614,1
94.52921289,1
94.79009154,1
93.42189017,1
93.81529338,1
92.97873937,1
93.8000044,1
92.4816382,1
93.85726372,1
93.44005882,1
93.75790771,1
93.78573491,1
93.96051203,1
94.0508148,1
93.10602469,1
93.40946862,1
94.06452531,1
92.87266116,1
94.26237859,1
94.8326696,1
92.72017663,1
93.0883716,1
93.00296728,1
93.20771531,1
94.05529525,1
94.99048656,1
93.85169971,1
92.77749654,1
93.09167413,1
94.99577946,1
94.83693424,1
95.10412481,1
93.2504093,1
92.98853087,1
94.19662337,1
95.20393329,1
95.09058881,1
94.31084844,1
93.03736862,1
93.12265717,1
93.04305712,1
94.15241474,1
93.04758059,1
94.58598354,1
93.14618426,1
94.31834128,1
93.87227653,1
93.10618961,1
94.28350557,1
94.97084263,1
94.76596827,1
95.00742864,1
94.39013112,1
93.60381475,1
93.61215567,1
95.51905569,1
93.91704537,1
94.211934,1
94.88705461,1
94.69183195,1
93.57693979,1
95.49303282,1
94.05411549,1
94.11392878,1
95.27398877,1
93.43087902,1
95.16206953,1
95.718904,1
93.54256635,1
93.54538147,1
93.62065279,1
95.47050538,1
95.81561035,1
93.49390502,1
94.72414877,1
95.64261128,1
95.12012775,1
95.12913749,1
94.42379369,1
95.11555525,1
94.56413916,1
94.40342165,1
95.10338285,1
93.7277947,1
93.73570001,1
94.59069089,1
95.38235964,1
94.97445462,1
95.54890895,1
95.71081563,1
94.55979955,1
94.70374625,1
94.16932283,1
94.80239664,1
94.53430232,1
95.30200312,1
95.91751958,1
94.69962285,1
96.01281442,1
95.73280811,1
95.37794369,1
94.59988522,1
95.44245467,1
96.26178457,1
94.71104158,1
96.43802331,1
95.03621963,1
95.27314534,1
96.24067235,1
